SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,74,8535,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,3,6,1949,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,1299,0,0,721,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954,Fin,2,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal,154000
85,RL,.,8726,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,5,6,1925,1969,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,1084,0,0,765,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1969,Unf,2,TA,TA,Y,162,0,0,0,0,0,,,,0,1,2007,WD,Normal,163500
45,RM,55,4391,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,4,7,1970,1950,Gable,CompShg,WdShing,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,842,0,0,631,0,0,1,0,3,1,TA,5,Typ,1,TA,,.,,0,,,N,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,88000
20,RL,57,9767,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,896,0,0,573,1,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1967,RFn,2,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD,Normal,131000
20,RL,67,8780,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1970,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,,,,,,GasA,Ex,Y,SBrkr,1128,0,0,1093,0,0,2,0,2,1,Gd,5,Typ,0,,Detchd,2002,Fin,2,TA,TA,N,0,96,0,0,0,0,,MnPrv,,0,5,2009,WD,Normal,109000
60,RL,60,15387,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,3,5,1930,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,790,703,0,1163,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,TA,TA,Y,102,75,0,0,0,0,,,,0,2,2008,WD,Normal,185000
60,RL,.,10277,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,4,7,1976,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,141,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,700,703,0,1093,0,0,2,1,3,1,TA,6,Typ,0,,Attchd,1986,RFn,2,TA,TA,Y,0,48,0,0,0,0,,,,0,7,2009,WD,Normal,163000
20,RL,78,9320,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,1316,0,0,817,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,0,22,0,0,0,0,,,,0,3,2007,WD,Normal,177432
80,RL,.,16160,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,4,7,1972,1978,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,1434,0,0,631,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978,Unf,2,TA,TA,Y,170,180,0,0,0,0,,,,0,6,2007,WD,Normal,195000
60,RL,75,7953,Pave,,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,4,6,1970,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,700,729,0,1093,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1977,Fin,2,TA,TA,Y,254,0,0,0,0,0,,MnPrv,,0,7,2009,WD,Normal,160500
20,RL,70,9103,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,6,4,1928,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,990,0,0,785,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1977,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,130500
20,RL,70,9103,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,3,5,1940,2005,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1838,0,0,1307,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,TA,TA,Y,122,33,0,0,0,0,,,,0,10,2006,WD,Normal,217837
60,RL,.,11173,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,5,5,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Wood,Gd,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,1300,1217,0,2257,0,0,2,1,4,1,TA,8,Typ,0,,Attchd,1990,Fin,2,TA,TA,Y,0,0,0,0,0,0,,GdPrv,,0,4,2006,WD,Normal,251000
20,RL,95,13621,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,4,5,1970,2006,Gable,CompShg,VinylSd,VinylSd,Stone,198,Gd,TA,PConc,Ex,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1962,0,0,865,1,0,2,0,3,1,Gd,8,Typ,2,Gd,Attchd,2005,Fin,3,TA,TA,Y,174,38,0,0,0,0,,,,0,11,2006,New,Partial,321000
120,RL,50,7178,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,5,5,1920,1991,Gable,CompShg,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,1219,0,0,1193,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1991,RFn,2,TA,TA,Y,0,64,0,0,0,0,,,,0,6,2006,WD,Normal,152000
70,C,60,5283,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Stone,Po,Fa,No,Unf,Unf,GasA,Ex,N,SBrkr,827,537,0,900,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1895,Unf,1,Fa,TA,Y,0,123,0,0,0,0,,,,0,7,2008,WD,Normal,90000
60,RL,.,7688,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,3,5,1916,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,699,805,0,937,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1993,Fin,2,TA,TA,Y,192,63,0,0,0,0,,,,0,5,2006,WD,Normal,166600
20,RL,66,7923,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,3,5,1890,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,916,0,0,726,0,0,1,0,3,1,Ex,5,Typ,0,,Attchd,1970,RFn,1,TA,Gd,Y,122,0,0,0,0,0,,,,0,10,2007,WD,Normal,134000
50,RL,70,12395,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,9,1946,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1220,944,0,897,1,0,2,1,3,1,Gd,8,Typ,2,TA,Attchd,1994,Fin,2,TA,TA,Y,0,96,0,0,0,0,,,,0,4,2008,WD,Normal,264400
20,RL,.,13055,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,6,1924,1965,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1026,0,0,1097,0,0,1,1,3,1,TA,5,Typ,0,,Attchd,1965,Unf,1,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,1,2006,WD,Normal,121875
40,RL,.,23598,Pave,,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,,6,1931,1979,Shed,WdShake,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1334,193,0,775,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979,Fin,2,TA,TA,Y,270,0,0,0,0,0,,,,0,4,2010,WD,Normal,261000
160,FV,35,4020,Pave,Pa,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,5,1900,2007,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,627,626,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,,Detchd,2006,Fin,2,TA,TA,Y,0,54,0,0,0,0,,,,0,3,2008,WD,Normal,172900
20,RL,85,11903,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,4,5,1955,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1413,0,0,865,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1977,Fin,2,TA,TA,Y,194,0,0,0,0,0,,,,0,4,2009,WD,Family,83500
20,RL,110,14336,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,4,5,1972,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2124,0,0,1093,1,0,2,1,2,1,Gd,7,Typ,1,Ex,Attchd,2007,Fin,3,TA,TA,Y,132,142,0,0,0,0,,,,0,11,2007,New,Partial,346474
80,RL,.,19693,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,7,1930,1966,Flat,Tar&Grv,Plywood,Plywood,None,0,Gd,Gd,CBlock,Gd,TA,Av,Unf,Unf,GasA,TA,Y,SBrkr,1577,627,0,936,0,0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,1966,Unf,2,Gd,Gd,Y,588,236,0,0,0,738,Gd,GdPrv,,0,8,2006,WD,Alloca,275970
20,RL,.,7393,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,151,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1100,0,0,1093,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1955,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,136000
160,FV,.,5108,Pave,,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,553,552,0,1199,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2004,Unf,2,TA,TA,Y,0,60,0,0,0,0,,,,0,3,2007,WD,Normal,149800
90,RL,63,9300,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,4,5,1926,1976,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1730,0,0,748,2,0,2,0,4,2,TA,8,Typ,0,,Detchd,1976,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Family,189000
20,RL,84,17811,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,1244,0,0,748,0,0,1,0,2,1,TA,4,Mod,0,,Attchd,1946,Unf,1,TA,TA,N,0,0,0,0,0,0,,,,0,7,2007,WD,Normal,110900
80,RL,80,8003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,4,5,1941,1959,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,Rec,GasA,TA,Y,SBrkr,1185,0,0,925,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959,RFn,1,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,139000
20,RL,85,15303,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1920,1977,Hip,CompShg,Plywood,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1266,0,0,862,1,0,1,0,2,1,TA,7,Typ,1,TA,Attchd,1965,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD,Normal,170000
190,RL,100,34653,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,4,5,1970,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,N,SBrkr,1058,0,0,631,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1955,Fin,2,TA,TA,Y,266,0,0,0,0,0,,,,0,1,2006,WD,Normal,146000
50,RL,51,4715,Pave,,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1959,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,776,457,0,1007,1,0,1,1,3,1,TA,5,Typ,0,,Detchd,1946,Unf,1,TA,TA,Y,0,57,0,0,63,0,,MnPrv,,0,8,2006,WD,Abnorml,122600
120,RL,48,6475,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,4,5,1958,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,500,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1458,0,0,944,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,RFn,2,TA,TA,Y,194,42,0,0,0,0,,,,0,4,2009,WD,Normal,249500
50,RL,51,9842,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,4,2,1961,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,896,773,0,1609,1,0,1,0,3,1,TA,7,Typ,1,Gd,,.,,0,,,N,0,156,0,0,0,0,,,,0,5,2010,WD,Normal,101000
20,RL,39,15413,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,4,6,1910,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250,TA,Gd,CBlock,TA,TA,Gd,BLQ,GLQ,GasA,Ex,Y,SBrkr,1496,0,0,,1,0,2,0,3,1,TA,7,Typ,2,Fa,Attchd,1974,Fin,2,TA,TA,Y,298,0,186,0,0,0,,GdPrv,,0,4,2010,WD,Abnorml,170000
60,RL,80,9603,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,5,1936,1974,Gable,CompShg,Plywood,Plywood,BrkFace,252,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,1167,897,0,880,0,1,2,1,4,1,TA,8,Typ,1,TA,Attchd,1974,RFn,2,TA,TA,Y,0,77,0,0,196,0,,,,0,5,2009,COD,Abnorml,169500
20,RL,70,9103,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1900,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1527,0,0,1845,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2000,RFn,2,TA,TA,Y,221,36,0,0,0,0,,,,0,9,2006,WD,Normal,236000
60,RL,85,13146,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,4,5,,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Y,SBrkr,1253,1099,0,913,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993,RFn,3,TA,TA,Y,34,130,0,0,0,0,,,,0,6,2010,WD,Normal,363500
60,RL,168,23260,Pave,,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,4,5,1910,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,889,1135,0,1050,0,0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006,RFn,2,TA,TA,Y,0,100,0,0,0,0,,,,0,9,2006,New,Partial,275725
20,RL,65,10742,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,3,5,1935,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1446,0,0,895,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002,RFn,2,TA,TA,Y,146,40,0,0,0,0,,,,0,4,2009,WD,Normal,204000
50,RL,55,7267,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1972,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasW,Gd,N,SBrkr,954,597,0,631,0,0,2,1,3,1,Ex,5,Typ,0,,Detchd,1978,Unf,2,TA,TA,Y,76,0,0,0,144,0,,,,0,10,2009,WD,Normal,206000
60,FV,75,9806,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,5,1910,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,868,903,0,1185,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2005,RFn,2,TA,TA,Y,0,108,0,0,0,0,,,,0,2,2008,WD,Normal,227700
75,RL,.,7796,Pave,,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,5,7,1945,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasA,TA,N,FuseA,1162,909,0,809,0,0,1,1,3,1,Gd,8,Typ,1,Gd,Detchd,1928,Unf,1,TA,TA,Y,0,0,60,0,0,0,,,,0,5,2010,WD,Normal,210500
20,RL,64,6765,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,3,5,1950,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,Av,Unf,Unf,GasA,Ex,Y,SBrkr,1296,0,0,1041,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,TA,TA,Y,170,55,0,0,0,0,,,,0,7,2006,New,Partial,194879
50,RM,100,12668,Pave,Gr,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,,8,1951,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,878,541,0,1601,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949,Unf,3,TA,TA,Y,420,0,194,0,0,0,,,,0,6,2008,WD,Normal,154900
160,RM,21,1683,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,2,5,1941,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,485,505,0,541,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1971,Unf,1,TA,TA,Y,277,0,0,0,0,0,,,,0,2,2010,COD,Normal,97000
160,RM,21,1893,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,4,7,1950,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,496,537,0,842,0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1973,Unf,1,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,117000
30,RM,60,6981,Pave,,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,3,7,1952,1980,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,962,0,0,945,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1981,RFn,2,TA,TA,Y,0,0,116,0,0,0,,,,0,4,2007,WD,Normal,104000
20,RL,86,13289,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1700,0,0,1153,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,329,64,0,0,0,0,,,,0,2,2009,WD,Normal,321000
20,RL,94,17781,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,4,5,1955,1981,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,Gd,TA,Gd,ALQ,Rec,GasA,Gd,Y,SBrkr,2499,0,0,1153,1,0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,1981,RFn,2,TA,TA,Y,268,0,0,0,0,0,,,,0,3,2007,WD,Normal,374000
120,RL,34,5004,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,3,5,1915,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1316,0,0,1345,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,TA,TA,Y,174,62,0,0,0,0,,,,0,7,2009,WD,Normal,231000
50,RM,52,6243,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1977,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,GasA,TA,Y,FuseA,961,409,0,1412,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1978,Unf,1,TA,TA,Y,0,0,0,0,120,0,,,,0,11,2007,WD,Normal,128500
70,RL,63,15579,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,4,7,1940,1976,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,842,841,0,709,0,0,2,0,4,1,TA,8,Typ,0,,Attchd,1960,Unf,1,TA,TA,Y,0,0,160,0,0,0,,,,0,3,2008,WD,Normal,178000
20,RL,60,7203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,3,1940,1950,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Fa,Y,FuseA,1240,0,0,862,0,0,1,1,3,1,TA,6,Min,1,TA,Attchd,1950,Unf,1,TA,TA,Y,0,171,0,0,0,0,,,,0,11,2007,WD,Normal,103000
20,RL,107,11365,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,4,5,1955,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1838,0,0,1153,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,3,TA,TA,Y,127,185,0,0,0,0,,,,0,3,2009,WD,Normal,281000
50,RM,60,10323,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Po,Y,FuseF,836,597,0,836,0,0,2,0,3,1,Fa,7,Typ,0,,Detchd,1924,Unf,2,Fa,Fa,Y,220,0,0,0,210,0,,,,0,10,2006,WD,Abnorml,108000
